movie_title,domestic_gross,total_gross,budget,runtime_minutes,genres,rating,imd_url,director,producers,cinematographer,distributor
Big Momma's House 2,70165972,141522961,40000000.0,99.0,Comedy,PG-13,https://pro.imdb.com/title/tt0421729?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Whitesell,David T. Friendly,Mark Irwin,Twentieth Century Fox
Step Up,65328121,114194847,12000000.0,104.0,Crime,PG-13,https://pro.imdb.com/title/tt0462590?ref_=mojo_rl_summary&rf=mojo_rl_summary,Anne Fletcher,Erik Feig,Michael Seresin,Walt Disney Studios Motion Pictures
Miami Vice,63450470,164231296,135000000.0,132.0,Action,R,https://pro.imdb.com/title/tt0430357?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Mann,Pieter Jan Brugge,Dion Beebe,Universal Pictures
Madea's Family Reunion,63318000,63368939,6000000.0,107.0,Comedy,PG-13,https://pro.imdb.com/title/tt0455612?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tyler Perry,Reuben Cannon,Toyomichi Kurita,Lionsgate
The Fast and the Furious: Tokyo Drift,62514415,158964610,,104.0,Action,PG-13,https://pro.imdb.com/title/tt0463985?ref_=mojo_rl_summary&rf=mojo_rl_summary,Justin Lin,Neal H. Moritz,Stephen F. Windon,Universal Pictures
Underworld: Evolution,62318875,111476513,,106.0,Action,R,https://pro.imdb.com/title/tt0401855?ref_=mojo_rl_summary&rf=mojo_rl_summary,Len Wiseman,David Coatsworth,Simon Duggan,Screen Gems
Flushed Away,64665672,178281554,149000000.0,85.0,Adventure,PG,https://pro.imdb.com/title/tt0424095?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Bowers,Cecil Kramer,Brad Blackbourn,DreamWorks
Deja Vu,64038616,180557550,75000000.0,126.0,Action,PG-13,https://pro.imdb.com/title/tt0453467?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tony Scott,Jerry Bruckheimer,Paul Cameron,Walt Disney Studios Motion Pictures
The Shaggy Dog,61123569,87134280,,98.0,Comedy,PG,https://pro.imdb.com/title/tt0393735?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brian Robbins,Tim Allen,Gabriel Beristain,Walt Disney Studios Motion Pictures
Poseidon,60674817,181674817,160000000.0,98.0,Action,PG-13,https://pro.imdb.com/title/tt0409182?ref_=mojo_rl_summary&rf=mojo_rl_summary,Wolfgang Petersen,Mike Fleiss,John Seale,Warner Bros.
The Benchwarmers,59843754,64962629,33000000.0,85.0,Comedy,PG-13,https://pro.imdb.com/title/tt0437863?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dennis Dugan,Jack Giarraputo,Thomas E. Ackerman,Revolution Studios
Little Miss Sunshine,59891098,101058954,8000000.0,101.0,Comedy,R,https://pro.imdb.com/title/tt0449059?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jonathan Dayton,Albert Berger,Tim Suhrstedt,Fox Searchlight Pictures
Little Man,58645052,104003322,64000000.0,98.0,Comedy,PG-13,https://pro.imdb.com/title/tt0430304?ref_=mojo_rl_summary&rf=mojo_rl_summary,Keenen Ivory Wayans,Rick Alvarez,Steven Bernstein,Revolution Studios
Curious George,58360760,69865924,50000000.0,87.0,Adventure,,https://pro.imdb.com/title/tt0381971?ref_=mojo_rl_summary&rf=mojo_rl_summary,Matthew O'Callaghan,Ron Howard,,Universal Pictures
Invincible,57806952,58480828,,105.0,Biography,PG,https://pro.imdb.com/title/tt0445990?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ericson Core,Mark Ciardi,Ericson Core,Walt Disney Studios Motion Pictures
Eragon,75030163,250425512,100000000.0,104.0,Action,PG,https://pro.imdb.com/title/tt0449010?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stefen Fangmeier,John Davis,Hugh Johnson,Twentieth Century Fox
The Guardian,55011732,94973540,,139.0,Action,,https://pro.imdb.com/title/tt0406816?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Davis,Beau Flynn,Stephen St. John,Walt Disney Studios Motion Pictures
The Omen,54607383,119974972,25000000.0,110.0,Action,R,https://pro.imdb.com/title/tt0466909?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Moore,John Moore,Jonathan Sela,Twentieth Century Fox
Final Destination 3,54098051,118890272,25000000.0,93.0,Horror,R,https://pro.imdb.com/title/tt0414982?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Wong,Glen Morgan,Robert McLachlan,New Line Cinema
Charlotte's Web,82985708,148963822,85000000.0,97.0,Adventure,G,https://pro.imdb.com/title/tt0413895?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary Winick,Jordan Kerner,Seamus McGarvey,Paramount Pictures
The Prestige,53089891,109676311,40000000.0,130.0,Drama,PG-13,https://pro.imdb.com/title/tt0482571?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christopher Nolan,Christopher Nolan,Wally Pfister,Walt Disney Studios Motion Pictures
The Lake House,52330111,114830111,40000000.0,99.0,Drama,PG,https://pro.imdb.com/title/tt0410297?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alejandro Agresti,Doug Davison,Alar Kivilo,Warner Bros.
Hoodwinked,51386611,110013167,30000000.0,80.0,Animation,PG,https://pro.imdb.com/title/tt0443536?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cory Edwards,Maurice Kanbar,,The Weinstein Company
The Holiday,63224849,205841885,85000000.0,136.0,Comedy,PG-13,https://pro.imdb.com/title/tt0457939?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nancy Meyers,Bruce A. Block,Dean Cundey,Sony Pictures Entertainment (SPE)
Firewall,48751189,82751189,,105.0,Action,PG-13,https://pro.imdb.com/title/tt0408345?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richard Loncraine,Armyan Bernstein,Marco Pontecorvo,Warner Bros.
Date Movie,48548426,85749034,20000000.0,83.0,Comedy,PG-13,https://pro.imdb.com/title/tt0466342?ref_=mojo_rl_summary&rf=mojo_rl_summary,Aaron Seltzer,Jason Friedberg,Shawn Maurer,Twentieth Century Fox
Rocky Balboa,70270943,155929020,24000000.0,102.0,Action,PG,https://pro.imdb.com/title/tt0479143?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sylvester Stallone,William Chartoff,Clark Mathis,Metro-Goldwyn-Mayer (MGM)
When a Stranger Calls,47860214,67062123,15000000.0,87.0,Horror,PG-13,https://pro.imdb.com/title/tt0455857?ref_=mojo_rl_summary&rf=mojo_rl_summary,Simon West,John Davis,Peter Menzies Jr.,Screen Gems
Hostel,47326473,81979826,4800000.0,94.0,Horror,R,https://pro.imdb.com/title/tt0450278?ref_=mojo_rl_summary&rf=mojo_rl_summary,Eli Roth,Chris Briggs,Milan Chadima,Lionsgate
Nanny McPhee,47144110,123276807,25000000.0,97.0,Comedy,PG,https://pro.imdb.com/title/tt0396752?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kirk Jones,Tim Bevan,Henry Braham,Universal Pictures
Silent Hill,46982632,100605135,50000000.0,125.0,Horror,R,https://pro.imdb.com/title/tt0384537?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christophe Gans,Don Carmody,Dan Laustsen,Sony Pictures Entertainment (SPE)
Apocalypto,50866635,120673227,40000000.0,139.0,Action,R,https://pro.imdb.com/title/tt0472043?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mel Gibson,Bruce Davey,Dean Semler,Walt Disney Studios Motion Pictures
Glory Road,42647449,42938449,,118.0,Biography,PG,https://pro.imdb.com/title/tt0385726?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Gartner,Jerry Bruckheimer,Jeffrey L. Kimball,Walt Disney Studios Motion Pictures
Lady in the Water,42285169,72785169,70000000.0,110.0,Drama,PG-13,https://pro.imdb.com/title/tt0452637?ref_=mojo_rl_summary&rf=mojo_rl_summary,M. Night Shyamalan,Sam Mercer,Christopher Doyle,Warner Bros.
The Hills Have Eyes,41778863,70008952,15000000.0,107.0,Horror,R,https://pro.imdb.com/title/tt0454841?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alexandre Aja,Wes Craven,Maxime Alexandre,Fox Searchlight Pictures
John Tucker Must Die,41011711,68844775,18000000.0,89.0,Comedy,PG-13,https://pro.imdb.com/title/tt0455967?ref_=mojo_rl_summary&rf=mojo_rl_summary,Betty Thomas,Michael Birnbaum,Anthony B. Richmond,Twentieth Century Fox
Stranger Than Fiction,40660952,53653224,30000000.0,113.0,Comedy,PG-13,https://pro.imdb.com/title/tt0420223?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marc Forster,Lindsay Doran,Roberto Schaefer,Sony Pictures Entertainment (SPE)
The Illusionist,39868642,87892388,16500000.0,110.0,Drama,PG-13,https://pro.imdb.com/title/tt0443543?ref_=mojo_rl_summary&rf=mojo_rl_summary,Neil Burger,Brian Koppelman,Dick Pope,Yari Film Group Releasing
The Texas Chainsaw Massacre: The Beginning,39517763,51764406,16000000.0,91.0,Horror,R,https://pro.imdb.com/title/tt0420294?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jonathan Liebesman,Michael Bay,Lukas Ettlin,New Line Cinema
The Grudge 2,39143839,70711175,20000000.0,102.0,Horror,PG-13,https://pro.imdb.com/title/tt0433386?ref_=mojo_rl_summary&rf=mojo_rl_summary,Takashi Shimizu,Takashige Ichise,Katsumi Yanagijima,Sony Pictures Entertainment (SPE)
Gridiron Gang,38432823,41480851,30000000.0,125.0,Biography,PG-13,https://pro.imdb.com/title/tt0421206?ref_=mojo_rl_summary&rf=mojo_rl_summary,Phil Joanou,Neal H. Moritz,Jeff Cutter,Sony Pictures Entertainment (SPE)
Last Holiday,38399961,43451846,45000000.0,112.0,Adventure,PG-13,https://pro.imdb.com/title/tt0408985?ref_=mojo_rl_summary&rf=mojo_rl_summary,Wayne Wang,Laurence Mark,Geoffrey Simpson,Paramount Pictures
The Wild,37384046,102338515,80000000.0,95.0,Adventure,G,https://pro.imdb.com/title/tt0405469?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve 'Spaz' Williams,Beau Flynn,,Walt Disney Studios Motion Pictures
Man of the Year,37327390,42472472,,115.0,Comedy,PG-13,https://pro.imdb.com/title/tt0483726?ref_=mojo_rl_summary&rf=mojo_rl_summary,Barry Levinson,David Robinson,Dick Pope,Universal Pictures
Dreamgirls,103365956,155430335,,130.0,Drama,PG-13,https://pro.imdb.com/title/tt0443489?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bill Condon,Laurence Mark,Tobias A. Schliessler,DreamWorks
16 Blocks,36895141,65664721,,102.0,Action,PG-13,https://pro.imdb.com/title/tt0450232?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richard Donner,Randall Emmett,Glen MacPherson,Warner Bros.
The Nativity Story,37629831,46432264,35000000.0,101.0,Adventure,PG,https://pro.imdb.com/title/tt0762121?ref_=mojo_rl_summary&rf=mojo_rl_summary,Catherine Hardwicke,Marty Bowen,Elliot Davis,New Line Cinema
Accepted,36323505,38623262,23000000.0,93.0,Comedy,PG-13,https://pro.imdb.com/title/tt0384793?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Pink,Michael Bostick,Matthew F. Leonetti,Universal Pictures
The Sentinel,36280697,78810595,,108.0,Action,PG-13,https://pro.imdb.com/title/tt0443632?ref_=mojo_rl_summary&rf=mojo_rl_summary,Clark Johnson,Michael Douglas,Gabriel Beristain,Twentieth Century Fox
Blood Diamond,57377916,171720398,100000000.0,143.0,Adventure,R,https://pro.imdb.com/title/tt0450259?ref_=mojo_rl_summary&rf=mojo_rl_summary,Edward Zwick,Gillian Gorfil,Eduardo Serra,Warner Bros.
The Good Shepherd,59952835,100266865,,167.0,Drama,R,https://pro.imdb.com/title/tt0343737?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert De Niro,Robert De Niro,Robert Richardson,Universal Pictures
Deck the Halls,35093569,47232776,,93.0,Comedy,PG,https://pro.imdb.com/title/tt0790604?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Whitesell,Michael Costigan,Mark Irwin,Twentieth Century Fox
Take the Lead,34742066,66499627,,118.0,Drama,PG-13,https://pro.imdb.com/title/tt0446046?ref_=mojo_rl_summary&rf=mojo_rl_summary,Liz Friedlander,Christopher Godsick,Alex Nepomniaschy,New Line Cinema
Snakes on a Plane,34020814,62022014,33000000.0,105.0,Action,R,https://pro.imdb.com/title/tt0417148?ref_=mojo_rl_summary&rf=mojo_rl_summary,David R. Ellis,Craig Berenson,Adam Greenberg,New Line Cinema
She's the Man,33741133,57194667,20000000.0,105.0,Comedy,PG-13,https://pro.imdb.com/title/tt0454945?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andy Fickman,Ewan Leslie,Greg Gardiner,DreamWorks
Flags of Our Fathers,33602376,65900249,90000000.0,135.0,Action,R,https://pro.imdb.com/title/tt0418689?ref_=mojo_rl_summary&rf=mojo_rl_summary,Clint Eastwood,Clint Eastwood,Tom Stern,DreamWorks
United 93,31483450,76700659,15000000.0,111.0,Action,R,https://pro.imdb.com/title/tt0475276?ref_=mojo_rl_summary&rf=mojo_rl_summary,Paul Greengrass,Tim Bevan,Barry Ackroyd,Universal Pictures
Employee of the Month,28444855,38395414,12000000.0,103.0,Comedy,PG-13,https://pro.imdb.com/title/tt0424993?ref_=mojo_rl_summary&rf=mojo_rl_summary,Greg Coolidge,Peter Abrams,Anthony B. Richmond,Lionsgate
Garfield: A Tail of Two Kitties,28426747,143325970,,82.0,Adventure,PG,https://pro.imdb.com/title/tt0455499?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tim Hill,John Davis,Peter Lyons Collister,Twentieth Century Fox
The Queen,56441711,123384128,,103.0,Biography,PG-13,https://pro.imdb.com/title/tt0436697?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Frears,Andy Harries,Affonso Beato,Miramax
The Ant Bully,28142535,55181129,50000000.0,88.0,Adventure,PG,https://pro.imdb.com/title/tt0429589?ref_=mojo_rl_summary&rf=mojo_rl_summary,John A. Davis,John A. Davis,Ken Mitchroney,Warner Bros.
Crank,27838408,42931041,12000000.0,88.0,Action,R,https://pro.imdb.com/title/tt0479884?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Neveldine,Michael Davis,Adam Biddle,Lionsgate
Stick It,26910736,31976848,,103.0,Comedy,PG-13,https://pro.imdb.com/title/tt0430634?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jessica Bendinger,Gail Lyon,Daryn Okada,Walt Disney Studios Motion Pictures
The Descent,26024456,57051053,,99.0,Adventure,R,https://pro.imdb.com/title/tt0435625?ref_=mojo_rl_summary&rf=mojo_rl_summary,Neil Marshall,Christian Colson,Sam McCurdy,Lionsgate
Thank You for Smoking,24793509,39323027,6500000.0,92.0,Comedy,R,https://pro.imdb.com/title/tt0427944?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jason Reitman,David O. Sacks,James Whitaker,Fox Searchlight Pictures
Fearless,24633730,68072848,,104.0,Action,PG-13,https://pro.imdb.com/title/tt0446059?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ronny Yu,Bo-Chu Chui,Hang-Sang Poon,Rogue Pictures
Clerks II,24148068,26984975,5000000.0,97.0,Comedy,R,https://pro.imdb.com/title/tt0424345?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kevin Smith,Scott Mosier,David Klein,
An Inconvenient Truth,24146161,49782012,,96.0,Documentary,PG,https://pro.imdb.com/title/tt0497116?ref_=mojo_rl_summary&rf=mojo_rl_summary,Davis Guggenheim,Lawrence Bender,Davis Guggenheim,Paramount Classics
The Wicker Man,23649127,38805380,40000000.0,102.0,Horror,PG-13,https://pro.imdb.com/title/tt0450345?ref_=mojo_rl_summary&rf=mojo_rl_summary,Neil LaBute,Nicolas Cage,Paul Sarossy,Warner Bros.
The Covenant,23380495,37598767,,97.0,Action,PG-13,https://pro.imdb.com/title/tt0475944?ref_=mojo_rl_summary&rf=mojo_rl_summary,Renny Harlin,Gary Lucchesi,Pierre Gill,Screen Gems
Stay Alive,23086480,27298695,,85.0,Fantasy,PG-13,https://pro.imdb.com/title/tt0441796?ref_=mojo_rl_summary&rf=mojo_rl_summary,William Brent Bell,McG,Alejandro Martínez,Walt Disney Studios Motion Pictures
Match Point,23151529,85638656,15000000.0,124.0,Drama,R,https://pro.imdb.com/title/tt0416320?ref_=mojo_rl_summary&rf=mojo_rl_summary,Woody Allen,Letty Aronson,Remi Adefarasin,DreamWorks Distribution
The Black Dahlia,22545080,49332692,50000000.0,121.0,Crime,R,https://pro.imdb.com/title/tt0387877?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brian De Palma,Rudy Cohen,Vilmos Zsigmond,Universal Pictures
My Super Ex,22530295,61108981,,96.0,Comedy,PG-13,https://pro.imdb.com/title/tt0465624?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ivan Reitman,Arnon Milchan,Don Burgess,Twentieth Century Fox
Lucky Number Slevin,22495466,56308881,,110.0,Crime,R,https://pro.imdb.com/title/tt0425210?ref_=mojo_rl_summary&rf=mojo_rl_summary,Paul McGuigan,Christopher Eberts,Peter Sova,
Deep Sea,46412757,98230905,,,Documentary,G,https://pro.imdb.com/title/tt0424942?ref_=mojo_rl_summary&rf=mojo_rl_summary,Howard Hall,Michele Hall,Howard Hall,Warner Bros.
Waist Deep,21344312,21353303,,97.0,Action,R,https://pro.imdb.com/title/tt0456020?ref_=mojo_rl_summary&rf=mojo_rl_summary,Vondie Curtis-Hall,Preston L. Holmes,Shane Hurlbut,Rogue Pictures
Flicka,21000147,21893591,15000000.0,95.0,Adventure,PG,https://pro.imdb.com/title/tt0434215?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Mayer,Gil Netter,J. Michael Muro,Twentieth Century Fox
A Prairie Home Companion,20342852,25978867,,105.0,Comedy,PG-13,https://pro.imdb.com/title/tt0420087?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert Altman,Robert Altman,Edward Lachman,Picturehouse
Pulse,20264436,29907685,20500000.0,90.0,Horror,PG-13,https://pro.imdb.com/title/tt0454919?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jim Sonzero,Brian Cox,Mark Plummer,
Babel,34302837,135330182,,143.0,Drama,R,https://pro.imdb.com/title/tt0449467?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alejandro G. Iñárritu,Steve Golin,Rodrigo Prieto,Paramount Vantage
Beerfest,19185184,20387597,,110.0,Comedy,R,https://pro.imdb.com/title/tt0486551?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jay Chandrasekhar,Bill Gerber,Frank G. DeMarco,Warner Bros.
Akeelah and the Bee,18848430,18948425,8000000.0,112.0,Drama,PG,https://pro.imdb.com/title/tt0437800?ref_=mojo_rl_summary&rf=mojo_rl_summary,Doug Atchison,Laurence Fishburne,M. David Mullen,Lionsgate
The Marine,18844784,22165608,,92.0,Action,PG-13,https://pro.imdb.com/title/tt0419946?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Bonito,Joel Simon,David Eggby,Twentieth Century Fox
Aquamarine,18597342,22989957,12000000.0,110.0,Comedy,PG,https://pro.imdb.com/title/tt0429591?ref_=mojo_rl_summary&rf=mojo_rl_summary,Elizabeth Allen Rosenbaum,Susan Cartsonis,Brian J. Breheny,Twentieth Century Fox
Ultraviolet,18535812,31070211,30000000.0,88.0,Action,PG-13,https://pro.imdb.com/title/tt0370032?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kurt Wimmer,John Baldecchi,Arthur Wong,Screen Gems
School for Scoundrels,17807569,23947685,35000000.0,100.0,Comedy,PG-13,https://pro.imdb.com/title/tt0462519?ref_=mojo_rl_summary&rf=mojo_rl_summary,Todd Phillips,Daniel Goldberg,Jonathan Brown,
Just My Luck,17326650,38159905,,108.0,Comedy,PG-13,https://pro.imdb.com/title/tt0397078?ref_=mojo_rl_summary&rf=mojo_rl_summary,Donald Petrie,Arnon Milchan,Dean Semler,Twentieth Century Fox
Annapolis,17127992,17496992,,108.0,Drama,PG-13,https://pro.imdb.com/title/tt0417433?ref_=mojo_rl_summary&rf=mojo_rl_summary,Justin Lin,Damien Saccani,Phil Abraham,Walt Disney Studios Motion Pictures
An American Haunting,16298046,29612137,14000000.0,83.0,Drama,PG-13,https://pro.imdb.com/title/tt0429573?ref_=mojo_rl_summary&rf=mojo_rl_summary,Courtney Solomon,Christopher Milburn,Adrian Biddle,Freestyle Releasing
Marie Antoinette,15962471,60917189,40000000.0,123.0,Biography,PG-13,https://pro.imdb.com/title/tt0422720?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sofia Coppola,Sofia Coppola,Lance Acord,Sony Pictures Entertainment (SPE)
See No Evil,15032800,18564467,8000000.0,84.0,Action,R,https://pro.imdb.com/title/tt0437179?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gregory Dark,Joel Simon,Ben Nott,Lionsgate
Unaccompanied Minors,16655224,21949234,25000000.0,90.0,Adventure,PG,https://pro.imdb.com/title/tt0488658?ref_=mojo_rl_summary&rf=mojo_rl_summary,Paul Feig,Michael Aguilar,Christopher Baffa,Warner Bros.
Tristan + Isolde,14734633,28047963,,125.0,Action,PG-13,https://pro.imdb.com/title/tt0375154?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kevin Reynolds,Moshe Diamant,Arthur Reinhart,Twentieth Century Fox
Everyone's Hero,14523101,16627188,,87.0,Adventure,,https://pro.imdb.com/title/tt0430779?ref_=mojo_rl_summary&rf=mojo_rl_summary,Colin Brady,Kyle Clark,Jan Carlee,Twentieth Century Fox
Hollywoodland,14426251,16800438,,126.0,Biography,R,https://pro.imdb.com/title/tt0427969?ref_=mojo_rl_summary&rf=mojo_rl_summary,Allen Coulter,Glenn Williamson,Jonathan Freeman,Focus Features
One Night with the King,13395961,13728450,20000000.0,123.0,Biography,PG,https://pro.imdb.com/title/tt0430431?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael O. Sajbel,Stephan Blinn,Steven Bernstein,8x Entertainment
Friends with Money,13368437,18245244,6500000.0,88.0,Comedy,R,https://pro.imdb.com/title/tt0436331?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nicole Holofcener,Anthony Bregman,Terry Stacey,Sony Pictures Classics
Flyboys,13090630,17834865,60000000.0,140.0,Action,PG-13,https://pro.imdb.com/title/tt0454824?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tony Bill,Dean Devlin,Henry Braham,Metro-Goldwyn-Mayer (MGM)
How to Eat Fried Worms,13040527,13098996,,80.0,Comedy,PG,https://pro.imdb.com/title/tt0462346?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bob Dolman,Shareena Carlson,Richard Rutkowski,New Line Cinema
Bon Cop Bad Cop,12665721,12735126,,117.0,Action,R,https://pro.imdb.com/title/tt0479647?ref_=mojo_rl_summary&rf=mojo_rl_summary,Erik Canuel,Kevin Tierney,Bruce Chun,Alliance Atlantis Vivafilm
The New World 2005 Re,12712093,31510855,30000000.0,135.0,Biography,PG-13,https://pro.imdb.com/title/tt0402399?ref_=mojo_rl_summary&rf=mojo_rl_summary,Terrence Malick,Sarah Green,Emmanuel Lubezki,New Line Cinema
Idlewild,12571185,12643027,,121.0,Crime,R,https://pro.imdb.com/title/tt0417225?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bryan Barber,Robert Guralnick,Pascal Rabaud,Universal Pictures
The Matador,12594698,17347231,12500000.0,96.0,Comedy,R,https://pro.imdb.com/title/tt0365485?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richard Shepard,Pierce Brosnan,David Tattersall,The Weinstein Company
Freedomland,12512886,14655628,,113.0,Crime,R,https://pro.imdb.com/title/tt0349467?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joe Roth,Scott Rudin,Anastas N. Michos,Revolution Studios
