movie_title,domestic_gross,total_gross,budget,runtime_minutes,genres,rating,imd_url,director,producers,cinematographer,distributor
The Descendants,82584160,177243185,,115.0,Comedy,R,https://pro.imdb.com/title/tt1033575?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alexander Payne,Jim Burke,Phedon Papamichael,Fox Searchlight Pictures
Scream 4,38180928,97138686,40000000.0,111.0,Horror,R,https://pro.imdb.com/title/tt1262416?ref_=mojo_rl_summary&rf=mojo_rl_summary,Wes Craven,Wes Craven,Peter Deming,
"Big Mommas: Like Father, Like Son",37915414,82686066,32000000.0,107.0,Action,PG-13,https://pro.imdb.com/title/tt1464174?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Whitesell,David T. Friendly,Anthony B. Richmond,Twentieth Century Fox
Red Riding Hood,37662162,90260376,42000000.0,100.0,Fantasy,PG-13,https://pro.imdb.com/title/tt1486185?ref_=mojo_rl_summary&rf=mojo_rl_summary,Catherine Hardwicke,Jennifer Davisson,Mandy Walker,Warner Bros.
Paul,37412945,97984015,40000000.0,104.0,Adventure,R,https://pro.imdb.com/title/tt1092026?ref_=mojo_rl_summary&rf=mojo_rl_summary,Greg Mottola,Tim Bevan,Lawrence Sher,Universal Pictures
The Roommate,37300000,40492652,16000000.0,94.0,Drama,,https://pro.imdb.com/title/tt1265990?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christian E. Christiansen,Doug Davison,Phil Parmet,Screen Gems
We Bought a Zoo,75624550,120081841,,124.0,Comedy,PG,https://pro.imdb.com/title/tt1389137?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cameron Crowe,Cameron Crowe,Rodrigo Prieto,Twentieth Century Fox
Jumping the Broom,37295394,38158601,6600000.0,112.0,Comedy,PG-13,https://pro.imdb.com/title/tt1640484?ref_=mojo_rl_summary&rf=mojo_rl_summary,Salim Akil,Tracey E. Edmonds,Anastas N. Michos,TriStar Pictures
The Change,37081475,75450437,52000000.0,112.0,Comedy,R,https://pro.imdb.com/title/tt1488555?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Dobkin,David Dobkin,Eric Alan Edwards,Universal Pictures
30 Minutes or Less,37053924,40662632,28000000.0,83.0,Action,R,https://pro.imdb.com/title/tt1622547?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ruben Fleischer,Stuart Cornfeld,Jess Hall,Sony Pictures Entertainment (SPE)
In Time,37520095,173930596,40000000.0,109.0,Action,PG-13,https://pro.imdb.com/title/tt1637688?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Niccol,Marc Abraham,Roger Deakins,Twentieth Century Fox
Colombiana,36665854,63458440,40000000.0,108.0,Action,PG-13,https://pro.imdb.com/title/tt1657507?ref_=mojo_rl_summary&rf=mojo_rl_summary,Olivier Megaton,Luc Besson,Romain Lacourbas,TriStar Pictures
J. Edgar,37306030,84920539,35000000.0,137.0,Biography,R,https://pro.imdb.com/title/tt1616195?ref_=mojo_rl_summary&rf=mojo_rl_summary,Clint Eastwood,Clint Eastwood,Tom Stern,Warner Bros.
Sucker Punch,36392502,89792502,82000000.0,110.0,Action,PG-13,https://pro.imdb.com/title/tt0978764?ref_=mojo_rl_summary&rf=mojo_rl_summary,Zack Snyder,Deborah Snyder,Larry Fong,Warner Bros.
War Horse,79884879,177584879,66000000.0,146.0,Action,PG-13,https://pro.imdb.com/title/tt1568911?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Spielberg,Kathleen Kennedy,Janusz Kaminski,Walt Disney Studios Motion Pictures
Larry Crowne,35608245,75055070,30000000.0,98.0,Comedy,PG-13,https://pro.imdb.com/title/tt1583420?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tom Hanks,Gary Goetzman,Philippe Rousselot,Universal Pictures
50/50,35014192,41097853,8000000.0,100.0,Comedy,R,https://pro.imdb.com/title/tt1306980?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jonathan Levine,Evan Goldberg,Terry Stacey,Summit Entertainment
A Very Harold & Kumar Christmas,35061031,36192775,19000000.0,90.0,Adventure,R,https://pro.imdb.com/title/tt1268799?ref_=mojo_rl_summary&rf=mojo_rl_summary,Todd Strauss-Schulson,Greg Shapiro,Michael Barrett,Warner Bros.
Drive,35061555,76976666,15000000.0,100.0,Crime,R,https://pro.imdb.com/title/tt0780504?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nicolas Winding Refn,Michel Litvak,Newton Thomas Sigel,FilmDistrict
Courageous,34522221,35185884,2000000.0,130.0,Drama,PG-13,https://pro.imdb.com/title/tt1630036?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alex Kendrick,Stephen Kendrick,Bob Scott,TriStar Pictures
The Rite,33047633,96560591,37000000.0,114.0,Drama,PG-13,https://pro.imdb.com/title/tt1161864?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mikael Håfström,Beau Flynn,Ben Davis,Warner Bros.
Arthur,33035397,48147945,40000000.0,110.0,Comedy,PG-13,https://pro.imdb.com/title/tt1334512?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jason Winer,Chris Bender,Uta Briesewitz,Warner Bros.
The Debt,31177548,45636368,20000000.0,113.0,Drama,R,https://pro.imdb.com/title/tt1226753?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Madden,Eitan Evan,Ben Davis,Focus Features
Priest,29137000,78309505,60000000.0,87.0,Action,PG-13,https://pro.imdb.com/title/tt0822847?ref_=mojo_rl_summary&rf=mojo_rl_summary,Scott Stewart,Shareena Carlson,Don Burgess,Screen Gems
The Mechanic,29121498,76130093,40000000.0,93.0,Action,R,https://pro.imdb.com/title/tt0472399?ref_=mojo_rl_summary&rf=mojo_rl_summary,Simon West,René Besson,Eric Schmidt,CBS Films
Abduction,28087155,82087155,35000000.0,106.0,Action,PG-13,https://pro.imdb.com/title/tt1600195?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Singleton,Patrick Crowley,Peter Menzies Jr.,Lionsgate
Beastly,27865571,43202283,17000000.0,86.0,Drama,PG-13,https://pro.imdb.com/title/tt1152398?ref_=mojo_rl_summary&rf=mojo_rl_summary,Daniel Barnz,Susan Cartsonis,Mandy Walker,CBS Films
Winnie the Pooh,26692846,49871429,30000000.0,63.0,Adventure,,https://pro.imdb.com/title/tt1449283?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen J. Anderson,Peter Del Vecho,Julio Macat,Walt Disney Studios Motion Pictures
The Sitter,30441326,34942188,25000000.0,81.0,Comedy,R,https://pro.imdb.com/title/tt1366344?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Gordon Green,Michael De Luca,Tim Orr,Twentieth Century Fox
Killer Elite,25124966,57084522,70000000.0,116.0,Action,R,https://pro.imdb.com/title/tt1448755?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary McKendry,Michael Boughen,Simon Duggan,Open Road Films (II)
Season of the Witch,24827228,91627228,40000000.0,95.0,Action,PG-13,https://pro.imdb.com/title/tt0479997?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dominic Sena,Alex Gartner,Amir Mokri,Relativity Media
Our Idiot Brother,24816118,25804448,5000000.0,90.0,Comedy,R,https://pro.imdb.com/title/tt1637706?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jesse Peretz,Anthony Bregman,Yaron Orbach,The Weinstein Company
Don't Be Afraid of the Dark,24046682,38269529,25000000.0,99.0,Adventure,R,https://pro.imdb.com/title/tt1270761?ref_=mojo_rl_summary&rf=mojo_rl_summary,Troy Nixey,Guillermo del Toro,Oliver Stapleton,FilmDistrict
Sanctum,23209310,108609310,30000000.0,108.0,Action,R,https://pro.imdb.com/title/tt0881320?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alister Grierson,Andrew Wight,Jules O'Loughlin,Universal Pictures
Monte Carlo,23186769,39782683,20000000.0,109.0,Adventure,PG,https://pro.imdb.com/title/tt1067774?ref_=mojo_rl_summary&rf=mojo_rl_summary,Thomas Bezucha,Denise Di Novi,Jonathan Brown,Twentieth Century Fox
Your Highness,21596445,28013733,49900000.0,102.0,Adventure,R,https://pro.imdb.com/title/tt1240982?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Gordon Green,Scott Stuber,Tim Orr,Universal Pictures
Mars Needs Moms,21392758,39233678,150000000.0,88.0,Action,PG,https://pro.imdb.com/title/tt1305591?ref_=mojo_rl_summary&rf=mojo_rl_summary,Simon Wells,Steven J. Boyd,Robert Presley,Walt Disney Studios Motion Pictures
Dream House,21302340,39984400,50000000.0,84.0,Drama,PG-13,https://pro.imdb.com/title/tt1462041?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jim Sheridan,Daniel Bobker,Caleb Deschanel,Universal Pictures
Conan the Barbarian,21295021,63523283,90000000.0,113.0,Action,R,https://pro.imdb.com/title/tt0816462?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marcus Nispel,John Baldecchi,Thomas Kloss,Lionsgate
The Three Musketeers,20374484,132274484,75000000.0,110.0,Action,PG-13,https://pro.imdb.com/title/tt1509767?ref_=mojo_rl_summary&rf=mojo_rl_summary,Paul W.S. Anderson,Paul W.S. Anderson,Glen MacPherson,Summit Entertainment
Country Strong,20218921,20529194,15000000.0,117.0,Drama,PG-13,https://pro.imdb.com/title/tt1555064?ref_=mojo_rl_summary&rf=mojo_rl_summary,Shana Feste,Tobey Maguire,John Bailey,Screen Gems
The Eagle,19490041,37989684,25000000.0,114.0,Action,PG-13,https://pro.imdb.com/title/tt1034389?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kevin Macdonald,Duncan Kenworthy,Anthony Dod Mantle,Focus Features
Shark Night,18877153,41363927,25000000.0,90.0,Horror,PG-13,https://pro.imdb.com/title/tt1633356?ref_=mojo_rl_summary&rf=mojo_rl_summary,David R. Ellis,Chris Briggs,Gary Capo,Relativity Media
Fright Night,18302607,41002607,30000000.0,106.0,Comedy,R,https://pro.imdb.com/title/tt1438176?ref_=mojo_rl_summary&rf=mojo_rl_summary,Craig Gillespie,Michael De Luca,Javier Aguirresarobe,Walt Disney Studios Motion Pictures
Apollo 18,17687709,26236153,5000000.0,86.0,Horror,PG-13,https://pro.imdb.com/title/tt1772240?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gonzalo López-Gallego,Timur Bekmambetov,José David Montero,
The Thing,16928670,31505287,38000000.0,103.0,Horror,R,https://pro.imdb.com/title/tt0905372?ref_=mojo_rl_summary&rf=mojo_rl_summary,Matthijs van Heijningen Jr.,Marc Abraham,Michel Abramowicz,Universal Pictures
African Cats,15428747,30857747,,89.0,Adventure,,https://pro.imdb.com/title/tt1223236?ref_=mojo_rl_summary&rf=mojo_rl_summary,Keith Scholey,Keith Scholey,Sophie Darlington,Walt Disney Studios Motion Pictures
Born to Be Wild,25978556,41644475,,,Adventure,,https://pro.imdb.com/title/tt1680059?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Lickley,Drew Fellman,David Douglas,Warner Bros.
Judy Moody and the Not Bummer Summer,15013650,15691640,20000000.0,93.0,Comedy,PG,https://pro.imdb.com/title/tt1547230?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Schultz,Gary Magness,Shawn Maurer,Relativity Media
What's Your Number?,14011084,30426096,20000000.0,106.0,Comedy,R,https://pro.imdb.com/title/tt0770703?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Mylod,Beau Flynn,J. Michael Muro,Twentieth Century Fox
One Day,13843771,59389433,15000000.0,107.0,Drama,PG-13,https://pro.imdb.com/title/tt1563738?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lone Scherfig,Nina Jacobson,Benoît Delhomme,Focus Features
Warrior,13657115,23308615,25000000.0,140.0,Action,PG-13,https://pro.imdb.com/title/tt1291584?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gavin O'Connor,Gavin O'Connor,Masanobu Takayanagi,Lionsgate
The Tree of Life,13303319,58409247,32000000.0,139.0,Drama,PG-13,https://pro.imdb.com/title/tt0478304?ref_=mojo_rl_summary&rf=mojo_rl_summary,Terrence Malick,Nigel Ashcroft,Emmanuel Lubezki,Fox Searchlight Pictures
The Rum Diary,13109815,30134958,45000000.0,119.0,Comedy,R,https://pro.imdb.com/title/tt0376136?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bruce Robinson,Christi Dembrowski,Dariusz Wolski,FilmDistrict
Glee: The 3D Concert Movie,11862398,18663238,9000000.0,84.0,Documentary,PG,https://pro.imdb.com/title/tt1922612?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kevin Tancharoen,Dante Di Loreto,Glen MacPherson,Twentieth Century Fox
The Darkest Hour,21443494,64626786,30000000.0,89.0,Action,PG-13,https://pro.imdb.com/title/tt1093357?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Gorak,Timur Bekmambetov,Scott Kevan,Summit Entertainment
The Conspirator,11538204,15623183,25000000.0,122.0,Crime,PG-13,https://pro.imdb.com/title/tt0968264?ref_=mojo_rl_summary&rf=mojo_rl_summary,Robert Redford,Brian Peter Falk,Newton Thomas Sigel,Roadside Attractions
Young Adult,16311571,22939027,12000000.0,94.0,Comedy,R,https://pro.imdb.com/title/tt1625346?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jason Reitman,Diablo Cody,Eric Steelberg,Paramount Pictures
Jane Eyre,11242660,34710627,,,Drama,PG-13,https://pro.imdb.com/title/tt1229822?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cary Joji Fukunaga,Alison Owen,Adriano Goldman,Focus Features
Drive Angry,10721033,40909909,,104.0,Action,R,https://pro.imdb.com/title/tt1502404?ref_=mojo_rl_summary&rf=mojo_rl_summary,Patrick Lussier,René Besson,Brian Pearson,Summit Entertainment
Straw Dogs,10324441,11168712,25000000.0,110.0,Action,R,https://pro.imdb.com/title/tt0999913?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rod Lurie,Marc Frydman,Alik Sakharov,Screen Gems
Win Win,10179275,11789613,,106.0,Comedy,R,https://pro.imdb.com/title/tt1606392?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tom McCarthy,Lisa Maria Falcone,Oliver Bokelberg,Fox Searchlight Pictures
Hoodwinked Too! Hood vs. Evil,10143779,23167844,,87.0,Animation,PG,https://pro.imdb.com/title/tt0844993?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Disa,Delna Bhesania,,The Weinstein Company
Prom,10130219,10702246,8000000.0,104.0,Comedy,PG,https://pro.imdb.com/title/tt1604171?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joe Nussbaum,Ted Griffin,Byron Shah,Walt Disney Studios Motion Pictures
I Don't Know How She Does It,9662284,31410151,24000000.0,89.0,Comedy,PG-13,https://pro.imdb.com/title/tt1742650?ref_=mojo_rl_summary&rf=mojo_rl_summary,Douglas McGrath,Donna Gigliotti,Stuart Dryburgh,The Weinstein Company
Blue Valentine,9706328,14892418,1000000.0,112.0,Drama,R,https://pro.imdb.com/title/tt1120985?ref_=mojo_rl_summary&rf=mojo_rl_summary,Derek Cianfrance,Lynette Howell Taylor,Andrij Parekh,The Weinstein Company
My Week with Marilyn,14600347,35057696,,99.0,Biography,R,https://pro.imdb.com/title/tt1655420?ref_=mojo_rl_summary&rf=mojo_rl_summary,Simon Curtis,David Parfitt,Ben Smithard,The Weinstein Company
Johnny English Reborn,8305970,160078586,45000000.0,101.0,Action,PG,https://pro.imdb.com/title/tt1634122?ref_=mojo_rl_summary&rf=mojo_rl_summary,Oliver Parker,Tim Bevan,Danny Cohen,Universal Pictures
Elle s'appelait Sarah,7693187,24792815,,111.0,Drama,PG-13,https://pro.imdb.com/title/tt1668200?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gilles Paquet-Brenner,Stéphane Marsil,Pascal Ridao,The Weinstein Company
The Big Year,7204138,8179416,41000000.0,102.0,Comedy,PG,https://pro.imdb.com/title/tt1053810?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Frankel,Stuart Cornfeld,Lawrence Sher,Twentieth Century Fox
Take Me Home Tonight,6928068,7550073,,114.0,Comedy,R,https://pro.imdb.com/title/tt0810922?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Dowse,Sarah Bowen,Terry Stacey,Relativity Media
Cedar Rapids,6861102,7728936,,87.0,Comedy,R,https://pro.imdb.com/title/tt1477837?ref_=mojo_rl_summary&rf=mojo_rl_summary,Miguel Arteta,Jim Burke,Chuy Chávez,Fox Searchlight Pictures
Beginners,5790894,14311701,3200000.0,105.0,Comedy,R,https://pro.imdb.com/title/tt1532503?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Mills,Miranda de Pencier,Kasper Tuxen,Focus Features
The Guard,5360274,19561904,6000000.0,96.0,Comedy,R,https://pro.imdb.com/title/tt1540133?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Michael McDonagh,Chris Clark,Larry Smith,Sony Pictures Classics
Cave of Forgotten Dreams,5304920,8183347,,90.0,Documentary,,https://pro.imdb.com/title/tt1664894?ref_=mojo_rl_summary&rf=mojo_rl_summary,Werner Herzog,Adrienne Ciuffo,Peter Zeitlinger,IFC Films
Margin Call,5354039,19504039,3500000.0,107.0,Drama,R,https://pro.imdb.com/title/tt1615147?ref_=mojo_rl_summary&rf=mojo_rl_summary,J.C. Chandor,Robert Ogden Barnum,Frank G. DeMarco,Roadside Attractions
Biutiful,5101237,25147786,,148.0,Drama,R,https://pro.imdb.com/title/tt1164999?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alejandro G. Iñárritu,Fernando Bovaira,Rodrigo Prieto,Roadside Attractions
The Artist,44671682,133432856,15000000.0,100.0,Comedy,PG-13,https://pro.imdb.com/title/tt1655442?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michel Hazanavicius,Thomas Langmann,Guillaume Schiffman,The Weinstein Company
Anonymous,4463292,15395087,30000000.0,130.0,Drama,PG-13,https://pro.imdb.com/title/tt1521197?ref_=mojo_rl_summary&rf=mojo_rl_summary,Roland Emmerich,Roland Emmerich,Anna Foerster,Sony Pictures Entertainment (SPE)
The Company Men,4441272,8087000,15000000.0,104.0,Drama,R,https://pro.imdb.com/title/tt1172991?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Wells,Claire Rudnick Polstein,Roger Deakins,The Weinstein Company
Barney's Version,4439201,12104765,30000000.0,134.0,Comedy,R,https://pro.imdb.com/title/tt1423894?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richard J. Lewis,Robert Lantos,Guy Dufaux,Sony Pictures Classics
The Way 2010 Re,4430765,8437872,,123.0,Comedy,,https://pro.imdb.com/title/tt1441912?ref_=mojo_rl_summary&rf=mojo_rl_summary,Emilio Estevez,David Alexanian,Juan Miguel Azpiroz,
Buck,4038912,4448728,,88.0,Documentary,PG,https://pro.imdb.com/title/tt1753549?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cindy Meehl,Julie Goldman,Luke Geissbuhler,IFC Films
Of Gods and Men,3951596,43803417,,122.0,Drama,PG-13,https://pro.imdb.com/title/tt1588337?ref_=mojo_rl_summary&rf=mojo_rl_summary,Xavier Beauvois,Pascal Caucheteux,Caroline Champetier,Sony Pictures Classics
Tinker Tailor Soldier Spy,24149393,81244605,,122.0,Drama,R,https://pro.imdb.com/title/tt1340800?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tomas Alfredson,Tim Bevan,Hoyte Van Hoytema,Focus Features
Like Crazy,3395391,3731489,,86.0,Drama,PG-13,https://pro.imdb.com/title/tt1758692?ref_=mojo_rl_summary&rf=mojo_rl_summary,Drake Doremus,Jonathan Schwartz,John Guleserian,Paramount Vantage
Sea Rex 3D: Journey to a Prehistoric World,6096582,16004150,5000000.0,,Documentary,,https://pro.imdb.com/title/tt1529567?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ronan Chapalain,Francois Mantello,Christophe Grelié,3D Entertainment
Zindagi Na Milegi Dobara,3108485,5192743,,155.0,Comedy,,https://pro.imdb.com/title/tt1562872?ref_=mojo_rl_summary&rf=mojo_rl_summary,Zoya Akhtar,Farhan Akhtar,Carlos Catalán,Eros International
From Prada to Nada,3033623,4058694,,107.0,Action,PG-13,https://pro.imdb.com/title/tt0893412?ref_=mojo_rl_summary&rf=mojo_rl_summary,Angel Gracia,Rossana Arau,Héctor Ortega,Lionsgate
The Skin I Live In,3185812,33678406,,,Drama,R,https://pro.imdb.com/title/tt1189073?ref_=mojo_rl_summary&rf=mojo_rl_summary,Pedro Almodóvar,Agustín Almodóvar,José Luis Alcaine,Sony Pictures Classics
Martha Marcy May Marlene,2990625,4778439,,102.0,Drama,R,https://pro.imdb.com/title/tt1441326?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sean Durkin,Antonio Campos,Jody Lee Lipes,Fox Searchlight Pictures
Another Year,3205706,19722766,8000000.0,129.0,Comedy,PG-13,https://pro.imdb.com/title/tt1431181?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Leigh,Georgina Lowe,Dick Pope,Sony Pictures Classics
Don 2,3680306,6913518,,148.0,Action,,https://pro.imdb.com/title/tt1285241?ref_=mojo_rl_summary&rf=mojo_rl_summary,Farhan Akhtar,Farhan Akhtar,Jason West,Reliance Big Pictures
Everything Must Go,2711643,2820490,5000000.0,97.0,Drama,R,https://pro.imdb.com/title/tt1531663?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dan Rush,Marty Bowen,Michael Barrett,Roadside Attractions
The Way Back,2701859,24172201,30000000.0,133.0,Adventure,PG-13,https://pro.imdb.com/title/tt1023114?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter Weir,Duncan Henderson,Russell Boyd,Newmarket Films
Bucky Larson: Born to Be a Star,2529395,2530394,10000000.0,97.0,Comedy,R,https://pro.imdb.com/title/tt1411664?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tom Brady,Allen Covert,Michael Barrett,Sony Pictures Entertainment (SPE)
Ra.One,2511689,35911689,,156.0,Action,,https://pro.imdb.com/title/tt1562871?ref_=mojo_rl_summary&rf=mojo_rl_summary,Anubhav Sinha,Gauri Khan,V. Manikanandan,Eros International
Melancholia,3030848,17039814,,135.0,Drama,R,https://pro.imdb.com/title/tt1527186?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lars von Trier,Meta Louise Foldager Sørensen,Manuel Alberto Claro,Magnolia Pictures
Incendies,2071334,7099598,6800000.0,131.0,Drama,R,https://pro.imdb.com/title/tt1255953?ref_=mojo_rl_summary&rf=mojo_rl_summary,Denis Villeneuve,Luc Déry,André Turpin,Sony Pictures Classics
The Trip,2030962,3741198,,112.0,Comedy,,https://pro.imdb.com/title/tt1740047?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Winterbottom,Andrew Eaton,Ben Smithard,IFC Films
The Avengers,623357910,1518812988,220000000.0,143.0,Action,PG-13,https://pro.imdb.com/title/tt0848228?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joss Whedon,Kevin Feige,Seamus McGarvey,Walt Disney Studios Motion Pictures
The Dark Knight Rises,448139099,1081041287,250000000.0,164.0,Action,PG-13,https://pro.imdb.com/title/tt1345836?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christopher Nolan,Christopher Nolan,Wally Pfister,Warner Bros.
The Hunger Games,408010692,694394724,78000000.0,142.0,Action,PG-13,https://pro.imdb.com/title/tt1392170?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary Ross,Nina Jacobson,Tom Stern,Lionsgate
Skyfall,304360277,1108561013,200000000.0,143.0,Action,PG-13,https://pro.imdb.com/title/tt1074638?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sam Mendes,Barbara Broccoli,Roger Deakins,Sony Pictures Entertainment (SPE)
The Twilight Saga: Breaking Dawn,292324737,829746820,120000000.0,115.0,Adventure,PG-13,https://pro.imdb.com/title/tt1673434?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bill Condon,Wyck Godfrey,Guillermo Navarro,Lionsgate
The Amazing Spider,262030663,757930663,230000000.0,136.0,Action,PG-13,https://pro.imdb.com/title/tt0948470?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marc Webb,Avi Arad,John Schwartzman,Sony Pictures Entertainment (SPE)
Brave,237283207,538983207,185000000.0,93.0,Adventure,PG,https://pro.imdb.com/title/tt1217209?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Andrews,Katherine Sarafian,,Walt Disney Studios Motion Pictures
The Hobbit: An Unexpected Journey,303003568,1017003568,,169.0,Adventure,PG-13,https://pro.imdb.com/title/tt0903624?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter Jackson,Carolynne Cunningham,Andrew Lesnie,Warner Bros.
Ted,218815487,549368315,50000000.0,106.0,Comedy,R,https://pro.imdb.com/title/tt1637725?ref_=mojo_rl_summary&rf=mojo_rl_summary,Seth MacFarlane,Jason Clark,Michael Barrett,Universal Pictures
Madagascar 3: Europe's Most Wanted,216391482,746921274,145000000.0,95.0,Adventure,PG,https://pro.imdb.com/title/tt1277953?ref_=mojo_rl_summary&rf=mojo_rl_summary,Eric Darnell,Mireille Soria,,DreamWorks
The Lorax,214030500,348840316,70000000.0,86.0,Adventure,PG,https://pro.imdb.com/title/tt1482459?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Renaud,Janet Healy,,Universal Pictures
Men in Black 3,179020854,624026776,225000000.0,106.0,Action,PG-13,https://pro.imdb.com/title/tt1409024?ref_=mojo_rl_summary&rf=mojo_rl_summary,Barry Sonnenfeld,Laurie MacDonald,Bill Pope,Sony Pictures Entertainment (SPE)
Wreck,189422889,471222889,165000000.0,101.0,Adventure,PG,https://pro.imdb.com/title/tt1772341?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rich Moore,Clark Spencer,Rob Dressel,Walt Disney Studios Motion Pictures
Ice Age: Continental Drift,161321843,877244782,95000000.0,88.0,Adventure,PG,https://pro.imdb.com/title/tt1667889?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Martino,John C. Donkin,Renato Falcão,Twentieth Century Fox
Snow White and the Huntsman,155332381,396592829,170000000.0,127.0,Action,PG-13,https://pro.imdb.com/title/tt1735898?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rupert Sanders,Helen Hayden,Greig Fraser,Universal Pictures
Hotel Transylvania,148313048,358375603,85000000.0,91.0,Animation,PG,https://pro.imdb.com/title/tt0837562?ref_=mojo_rl_summary&rf=mojo_rl_summary,Genndy Tartakovsky,Michelle Murdocca,,Sony Pictures Entertainment (SPE)
Taken 2,139854287,376141306,45000000.0,92.0,Action,PG-13,https://pro.imdb.com/title/tt1397280?ref_=mojo_rl_summary&rf=mojo_rl_summary,Olivier Megaton,Luc Besson,Romain Lacourbas,Twentieth Century Fox
21 Jump Street,138447667,201585328,42000000.0,109.0,Action,R,https://pro.imdb.com/title/tt1232829?ref_=mojo_rl_summary&rf=mojo_rl_summary,Phil Lord,Stephen J. Cannell,Barry Peterson,Sony Pictures Entertainment (SPE)
Lincoln,182207973,275293450,65000000.0,150.0,Biography,PG-13,https://pro.imdb.com/title/tt0443272?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Spielberg,Kathleen Kennedy,Janusz Kaminski,Walt Disney Studios Motion Pictures
Prometheus,126477084,403354469,130000000.0,124.0,Adventure,R,https://pro.imdb.com/title/tt1446714?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ridley Scott,David Giler,Dariusz Wolski,Twentieth Century Fox
Safe House,126373434,208076205,85000000.0,115.0,Action,R,https://pro.imdb.com/title/tt1599348?ref_=mojo_rl_summary&rf=mojo_rl_summary,Daniel Espinosa,Scott Stuber,Oliver Wood,Universal Pictures
